Time,AxG_S1,AyG_S1,AzG_S1,AVx_S1,AVy_S1,AVz_S1,AVy_L1,AVy_R1,AVy_L2,AVy_R2,My_Dr_L1,My_Dr_R1,My_Dr_L2,My_Dr_R2,My_Bk_L1,My_Bk_R1,My_Bk_L2,My_Bk_R2,StrK_L1,StrK_R1,sv_vx,sv_vy,sv_vz,Roll_E,Pitch,Yaw
        0.215, -0.00294068548828, 1.37209570107e-16, 0.999940812588, -9.46566687743e-15, -0.00261864555068, 7.72509633302e-15,  188.37361145,  188.37361145, 188.359008789, 188.359008789, 11.9806509018, 11.9806509018, 11.9806509018, 11.9806509018,          -0.5,          -0.5,          -0.5,          -0.5, 0.000170102153788, -0.000170102153788, 8.32383346558, -3.38209191471e-16, -0.00642329175025, -1.56825174981e-15, -0.045278314501, 1.45684245917e-15
         0.22, -0.00294501706958, -6.99001432751e-17, 0.999949872494, -9.21248788247e-15, -0.00233266013674, 7.70187068961e-15, 188.369400024, 188.369400024, 188.354766846, 188.354766846, 11.9766921997, 11.9766921997, 11.9766921997, 11.9766921997,          -0.5,          -0.5,          -0.5,          -0.5, 0.0001821534388, -0.0001821534388, 8.32365036011, -3.34371549885e-16, -0.00642774673179, -1.6149070657e-15, -0.0452906638384, 1.49520616954e-15
        0.225, -0.00294807786122, -4.52797575433e-17, 0.999957799911, -9.17252232692e-15, -0.00211385614239, 7.38074609974e-15, 188.365219116, 188.365219116,  188.35055542,  188.35055542, 11.9750957489, 11.9750957489, 11.9750957489, 11.9750957489,          -0.5,          -0.5,          -0.5,          -0.5, 0.000193483996554, -0.000193483996554, 8.32346725464, -3.36046689887e-16, -0.00643160101026, -1.66099476363e-15, -0.0453017503023, 1.53301359102e-15
         0.23, -0.00294984900393, 1.44460450068e-16, 0.99996471405, -8.60052351873e-15, -0.00195904937573, 7.02378735753e-15, 188.361083984, 188.361083984, 188.346374512, 188.346374512, 11.9758176804, 11.9758176804, 11.9758176804, 11.9758176804,          -0.5,          -0.5,          -0.5,          -0.5, 0.000204149575438, -0.000204149575438,  8.3232831955, -3.34493072643e-16, -0.00643495563418, -1.7055743194e-15, -0.0453119054437, 1.56919555627e-15
        0.235, -0.00295032490976, 3.03503260537e-16, 0.999970495701, -7.97440354039e-15, -0.00186404539272, 6.72990080615e-15, 188.356964111, 188.356964111, 188.342224121, 188.342224121, 11.9788007736, 11.9788007736, 11.9788007736, 11.9788007736,          -0.5,          -0.5,          -0.5,          -0.5, 0.000214211133425, -0.000214211133425, 8.32310009003, -3.3295247853e-16, -0.00643790932372, -1.7471581314e-15, -0.0453214384615, 1.60374232442e-15
         0.24, -0.00294951256365, 1.13339241976e-16, 0.999975144863, -7.32406858414e-15, -0.00182386138476, 6.71698440074e-15, 188.352874756, 188.352874756, 188.338104248, 188.338104248, 11.9839792252, 11.9839792252, 11.9839792252, 11.9839792252,          -0.5,          -0.5,          -0.5,          -0.5, 0.00022373298998, -0.00022373298998, 8.32291698456, -3.29794819112e-16, -0.00644055847079, -1.78541733908e-15, -0.0453306362033, 1.63712601045e-15
        0.245, -0.00294742989354, 1.15964991173e-16, 0.999978780746, -6.74394969461e-15, -0.00183294166345, 7.31575664983e-15, 188.348815918, 188.348815918, 188.334014893, 188.334014893, 11.9912786484, 11.9912786484, 11.9912786484, 11.9912786484,          -0.5,          -0.5,          -0.5,          -0.5, 0.000232781167142, -0.000232781167142, 8.32273292542, -3.2601559633e-16, -0.00644299341366, -1.82057831199e-15, -0.0453397594392, 1.67226411348e-15
         0.25, -0.00294410437346, -6.31120940277e-17, 0.999981403351, -6.20876632645e-15, -0.00188536033966, 7.69460399395e-15, 188.344787598, 188.344787598, 188.329940796, 188.329940796, 12.0006198883, 12.0006198883, 12.0006198883, 12.0006198883,          -0.5,          -0.5,          -0.5,          -0.5, 0.000241421817918, -0.000241421817918, 8.32254981995, -3.26188682218e-16, -0.00644529750571, -1.85326361936e-15, -0.0453490354121, 1.70974045096e-15
        0.255, -0.00293957092799, 7.93967722772e-17, 0.999983072281, -5.82310841392e-15, -0.00197500688955, 7.88091990213e-15, 188.340774536, 188.340774536, 188.325912476, 188.325912476, 12.0119199753, 12.0119199753, 12.0119199753, 12.0119199753,          -0.5,          -0.5,          -0.5,          -0.5, 0.000249719829299, -0.000249719829299, 8.32236671448, -3.25062710734e-16, -0.00644754804671, -1.88328225526e-15, -0.0453586727381, 1.74918148135e-15
         0.26, -0.00293387193233, 6.01519057829e-17, 0.999983966351, -5.56379308876e-15, -0.00209575425833, 7.61789753728e-15, 188.336807251, 188.336807251, 188.321899414, 188.321899414, 12.0250911713, 12.0250911713, 12.0250911713, 12.0250911713,          -0.5,          -0.5,          -0.5,          -0.5, 0.000257737701759, -0.000257737701759, 8.32218360901, -3.27152579243e-16, -0.00644981395453, -1.91194076799e-15, -0.04536883533, 1.78795864968e-15
