Time,AxG_S1,AyG_S1,AzG_S1,AVx_S1,AVy_S1,AVz_S1,AVy_L1,AVy_R1,AVy_L2,AVy_R2,My_Dr_L1,My_Dr_R1,My_Dr_L2,My_Dr_R2,My_Bk_L1,My_Bk_R1,My_Bk_L2,My_Bk_R2,StrK_L1,StrK_R1,sv_vx,sv_vy,sv_vz,Roll_E,Pitch,Yaw
        0.925, -0.00129309762269, 0.0150109780952, 0.999885201454, 0.311670213938, -0.0170179717243, 0.216052338481, 313.259399414, 313.625549316,  313.33782959, 313.410858154, 30.0066394806, 30.0066394806, 30.0066394806, 30.0066394806,          -0.5,          -0.5,          -0.5,          -0.5, 0.366890490055, 0.35653039813, 13.8394289017, 0.00328424246982, -0.0143944472075, 0.00285278703086, -0.0595594495535, 0.00447244057432
         0.95, -0.0012564198114, 0.0250761117786, 0.999679267406, 0.612148821354, -0.0185333117843, 0.511379301548, 313.153747559, 313.711914062, 313.269287109,   313.4609375, 30.3186435699, 30.3186435699, 30.3186435699, 30.3186435699,          -0.5,          -0.5,          -0.5,          -0.5, 0.573247015476, 0.562694549561, 13.8388624191, 0.00600141054019, -0.0145504027605, 0.014189152047, -0.0600030124187, 0.0132793914527
        0.975, -0.00130595383234, 0.036853171885, 0.999339997768, 1.00518286228, -0.0204754378647, 0.948430657387, 313.007537842, 313.841644287, 313.169219971, 313.542999268, 30.6334114075, 30.6334114075, 30.6334114075, 30.6334114075,          -0.5,          -0.5,          -0.5,          -0.5, 0.814393460751, 0.803700327873, 13.8382949829, 0.00911500491202, -0.0147898858413, 0.0342046916485, -0.0604971721768, 0.031222531572
            1, -0.00145949108992, 0.0505386739969, 0.998870611191, 1.48056292534, -0.0222931690514, 1.53329181671, 312.823272705, 314.008728027, 313.034973145, 313.658660889, 30.9558010101, 30.9558010101, 30.9558010101, 30.9558010101,          -0.5,          -0.5,          -0.5,          -0.5,  1.0900683403,  1.0793390274, 13.8377037048, 0.0121583258733, -0.0151410261169, 0.065084643662, -0.0610608570278, 0.0619352199137
        1.025, -0.00172462360933, 0.0663336291909, 0.998484611511,   2.027364254, -0.0221022795886, 2.26372385025,  312.60748291, 314.205474854, 312.866149902, 313.806640625,   31.29205513,   31.29205513,   31.29205513,   31.29205513,          -0.5,          -0.5,          -0.5,          -0.5, 1.39051651955, 1.37980723381, 13.8370637894, 0.0146697238088, -0.0156306698918, 0.108740083873, -0.0616950392723, 0.109098359942
         1.05, -0.00217874976806, 0.0841806605458, 0.998910725117, 2.64449357986, -0.0183342434466, 3.13213825226, 312.361358643, 314.434814453, 312.668121338, 313.985351562,    31.6497612,    31.6497612,    31.6497612,    31.6497612,          -0.5,          -0.5,          -0.5,          -0.5, 1.70609104633,  1.6953625679, 13.8363409042, 0.0162613224238, -0.0160887092352, 0.166920006275, -0.0623600073159,  0.1762688905
        1.075, -0.00270492606796, 0.103623911738, 1.00006961823, 3.32416915894, -0.013654185459, 4.12348985672,   312.0859375, 314.697143555, 312.435333252, 314.193054199, 32.0388031006, 32.0388031006, 32.0388031006, 32.0388031006,          -0.5,          -0.5,          -0.5,          -0.5, 2.03206253052,  2.0209941864, 13.8355016708, 0.0165267046541, -0.0163764897734, 0.241310447454, -0.0630884617567, 0.266729146242
          1.1, -0.00337799056433, 0.124808132648, 1.00281715393,  4.0654630661, -0.00969483796507, 5.21385478973, 311.776062012, 314.980987549, 312.182525635, 314.423950195, 32.4685211182, 32.4685211182, 32.4685211182, 32.4685211182,          -0.5,          -0.5,          -0.5,          -0.5, 2.36640119553, 2.35449385643, 13.8345193863, 0.0150997024029, -0.0161040537059, 0.333423912525, -0.0639564543962, 0.383256465197
        1.125, -0.00416506640613, 0.147913783789, 1.00554680824, 4.86149978638, -0.00805812049657, 6.38525247574, 311.448455811,  315.27532959, 311.907531738, 314.672363281, 32.9493865967, 32.9493865967, 32.9493865967, 32.9493865967,          -0.5,          -0.5,          -0.5,          -0.5, 2.70262503624,  2.6889424324, 13.8333539963, 0.0118371993303, -0.0151578709483, 0.444746345282, -0.0651601329446, 0.528090715408
         1.15, -0.00501177366823, 0.172227591276, 1.00823271275, 5.69631195068, -0.00718034710735, 7.61537885666, 311.110626221, 315.575256348, 311.615478516, 314.933380127,   33.49243927,   33.49243927,   33.49243927,   33.49243927,          -0.5,          -0.5,          -0.5,          -0.5, 3.03064537048, 3.01414322853, 13.8319768906, 0.00662988005206, -0.0135176014155, 0.576462447643, -0.06690890342, 0.702998161316
